id,region,sexo,tramo_etario,ganancia_final,lugar_trabajo,financiamiento_inicial,rama_economica,motivacion,informalidad,tramos_ganancias
978,Metropolitana,Hombre,30 a 44 años,60000.0,Instalación Independiente,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Menos de $350.000
979,Ñuble,Hombre,Adulto Medio,700000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
980,Ñuble,Mujer,30 a 44 años,100000.0,En el propio hogar,Fondos estatales (Sercotec/Corfo),Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
981,Aysén,Mujer,Adulto Medio,400000.0,Instalación Independiente,Ahorros propios,Construcción,Oportunidad de negocio,Formal,Entre $350.000 y $700.000
982,O'Higgins,Mujer,Adulto Medio,1000000.0,A domicilio,Ahorros propios,Construcción,Oportunidad de negocio,Informal,Entre $700.000 y $1.500.000
983,Ñuble,Hombre,Adulto Medio,200000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
984,Ñuble,Mujer,Adulto Medio,900000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
985,Ñuble,Hombre,Adulto Medio,1000000.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
986,Atacama,Mujer,45 a 59 años,230000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Menos de $350.000
987,Atacama,Hombre,Adulto Medio,500000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
988,Magallanes,Hombre,45 a 59 años,650000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
989,Coquimbo,Hombre,45 a 59 años,700000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
990,Valparaíso,Hombre,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
991,Biobío,Hombre,45 a 59 años,400000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
992,Maule,Hombre,Adulto Medio,1900000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Más de $1.500.000
993,Maule,Hombre,Adulto Medio,350000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
994,Coquimbo,Mujer,60 años o más,190000.0,A domicilio,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
995,O'Higgins,Mujer,45 a 59 años,200000.0,Local u oficina comercial,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
996,O'Higgins,Hombre,Adulto Medio,500000.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
997,Valparaíso,Hombre,60 años o más,800000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
998,Los Ríos,Mujer,60 años o más,50000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
999,Valparaíso,Mujer,45 a 59 años,1500000.0,En el propio hogar,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
1000,Metropolitana,Hombre,Adulto Medio,100000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Menos de $350.000
1001,Metropolitana,Mujer,Adulto Medio,200000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
1002,Maule,Hombre,Adulto Medio,208333.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
1003,Biobío,Mujer,30 a 44 años,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Informal,Menos de $350.000
1004,Biobío,Hombre,45 a 59 años,350000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
1005,Biobío,Mujer,60 años o más,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
1006,Ñuble,Hombre,Adulto Medio,4200000.0,En el propio hogar,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Más de $1.500.000
1007,Metropolitana,Hombre,Adulto Medio,430000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
1008,Metropolitana,Hombre,60 años o más,1300000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
1009,Antofagasta,Mujer,45 a 59 años,550000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
1010,Valparaíso,Hombre,30 a 44 años,1800000.0,Instalación Independiente,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Más de $1.500.000
1011,Tarapacá,Hombre,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
1012,Coquimbo,Mujer,45 a 59 años,400000.0,A domicilio,Ahorros propios,Construcción,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
1013,Metropolitana,Hombre,45 a 59 años,500000.0,Instalación Independiente,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
1014,Biobío,Hombre,60 años o más,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
1015,Biobío,Mujer,45 a 59 años,500000.0,En el propio hogar,Ahorros propios,Minería,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
1016,Biobío,Mujer,Adulto Medio,5000000.0,Instalación Independiente,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Más de $1.500.000
1017,Biobío,Hombre,Adulto Medio,80000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
1018,Metropolitana,Hombre,Adulto Medio,300000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Menos de $350.000
1019,O'Higgins,Hombre,Adulto Medio,1200000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
1020,Maule,Hombre,Adulto Medio,250000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
1021,Aysén,Hombre,60 años o más,1000000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
1022,Atacama,Hombre,30 a 44 años,800000.0,Instalación Independiente,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
1023,Metropolitana,Hombre,45 a 59 años,500000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
1024,Los Ríos,Mujer,Adulto Medio,70000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Menos de $350.000
1025,Antofagasta,Hombre,60 años o más,300000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
1026,Antofagasta,Hombre,60 años o más,750000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
1027,Antofagasta,Mujer,30 a 44 años,350000.0,A domicilio,Ahorros propios,Construcción,Complementar ingreso familiar,Informal,Menos de $350.000
1028,Atacama,Mujer,30 a 44 años,200000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
1029,Tarapacá,Hombre,60 años o más,500000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
1030,Tarapacá,Hombre,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Informal,Menos de $350.000
1031,Ñuble,Hombre,30 a 44 años,300000.0,A domicilio,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
1032,Ñuble,Mujer,Adulto Medio,40000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
1033,Ñuble,Mujer,30 a 44 años,215000.0,A domicilio,Recursos Propios,Construcción,Oportunidad de negocio,Informal,Menos de $350.000
1034,Metropolitana,Mujer,Adulto Medio,190000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
1035,O'Higgins,Hombre,60 años o más,1400000.0,Instalación Independiente,Fondos estatales (Sercotec/Corfo),Manufactura,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
1036,Metropolitana,Mujer,45 a 59 años,258000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
1037,Biobío,Hombre,30 a 44 años,2000000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Más de $1.500.000
1038,La Araucanía,Mujer,30 a 44 años,200000.0,Instalación Independiente,Fondos estatales (Sercotec/Corfo),Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
1039,La Araucanía,Hombre,Adulto Medio,450000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
1040,Metropolitana,Hombre,60 años o más,490000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
1041,Metropolitana,Mujer,45 a 59 años,30000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
1042,Metropolitana,Hombre,Adulto Medio,800000.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
1043,Ñuble,Mujer,45 a 59 años,15000.0,Instalación Independiente,Préstamo familiar,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
1044,Metropolitana,Mujer,60 años o más,140000.0,Instalación Independiente,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
1045,Metropolitana,Mujer,Adulto Medio,80000.0,A domicilio,Préstamo familiar,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
1046,Los Ríos,Hombre,60 años o más,750000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
1047,O'Higgins,Mujer,45 a 59 años,150000.0,A domicilio,Recursos Propios,Electricidad y Gas,Oportunidad de negocio,Formal,Menos de $350.000
1048,Metropolitana,Hombre,45 a 59 años,570000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
1049,Antofagasta,Mujer,Adulto Medio,600000.0,A domicilio,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
1050,Metropolitana,Mujer,30 a 44 años,100000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
1051,Metropolitana,Mujer,30 a 44 años,80000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
1052,Los Lagos,Hombre,Adulto Medio,500000.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
1053,Metropolitana,Mujer,Adulto Medio,80000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
1054,Metropolitana,Mujer,Adulto Medio,150000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
1055,Maule,Mujer,60 años o más,60000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
1056,La Araucanía,Hombre,Adulto Medio,760000.0,En la vía pública,Préstamo familiar,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
1057,Tarapacá,Hombre,Adulto Medio,516000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
1058,Tarapacá,Hombre,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
1059,Metropolitana,Mujer,Adulto Medio,144707.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
1060,Metropolitana,Hombre,60 años o más,650000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
1061,O'Higgins,Mujer,30 a 44 años,200000.0,Instalación Independiente,Ahorros propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
1062,Maule,Hombre,Adulto Medio,250000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
1063,Maule,Mujer,Adulto Medio,100000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
1064,Coquimbo,Hombre,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
1065,Coquimbo,Hombre,Adulto Medio,302784.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
1066,Atacama,Mujer,60 años o más,50000.0,Instalación Independiente,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
1067,Maule,Mujer,45 a 59 años,500000.0,A domicilio,Fondos estatales (Sercotec/Corfo),Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
1068,Ñuble,Hombre,60 años o más,900000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
1069,Antofagasta,Hombre,60 años o más,0.0,Instalación Independiente,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Menos de $350.000
1070,Los Ríos,Hombre,15 a 29 años,300000.0,A domicilio,Recursos Propios,Electricidad y Gas,Oportunidad de negocio,Formal,Menos de $350.000
1071,Maule,Mujer,Adulto Medio,40000.0,A domicilio,Ahorros propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
1072,Metropolitana,Hombre,30 a 44 años,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Informal,Menos de $350.000
1073,Metropolitana,Hombre,15 a 29 años,100000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
1074,Antofagasta,Hombre,Adulto Medio,300000.0,A domicilio,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
1075,Magallanes,Mujer,15 a 29 años,100000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
1076,Antofagasta,Hombre,Adulto Medio,1000000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
1077,Antofagasta,Mujer,45 a 59 años,1000000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
1078,Biobío,Mujer,30 a 44 años,3900000.0,En el propio hogar,Ahorros propios,Construcción,Complementar ingreso familiar,Informal,Más de $1.500.000
1079,Los Lagos,Hombre,Adulto Medio,600000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
1080,Metropolitana,Hombre,45 a 59 años,2000000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Más de $1.500.000
1081,Tarapacá,Hombre,45 a 59 años,550000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
1082,Metropolitana,Hombre,60 años o más,350000.0,Instalación Independiente,Fondos estatales (Sercotec/Corfo),Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
